movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2438,98,0,USA,18000000,8000000,1400,41,25,346,28,372,262,102,927,5,Fair
2439,109,0,USA,18000000,13491653,23728,213,104,813,128,11000,2000,1000,14995,6.1,Good
2440,107,0,USA,18000000,,27629,149,120,2000,0,517,376,101,1067,7.4,Good
2441,90,1,USA,18000000,10494494,19586,109,146,4000,31,210,193,179,676,4.4,Fair
2442,112,0,USA,18000000,7837632,46396,287,124,0,0,805,223,177,1466,7.5,Good
2443,94,2,USA,18000000,15155772,8895,48,107,3000,0,712,341,197,1673,5.7,Fair
2444,105,1,USA,18000000,8508843,7470,35,11,0,6,723,422,371,2368,5.5,Fair
2445,104,2,Canada,18000000,7739049,10680,112,93,562,109,405,204,202,847,7.1,Good
2446,112,0,USA,17000000,6734844,29591,118,38,0,213,567,67,45,711,5.9,Fair
2447,108,0,USA,18000000,6000000,10832,102,60,0,25,1000,115,94,1263,6.7,Good
2448,112,2,Germany,13000000,6615578,15352,82,184,0,97,577,416,231,1341,7,Good
2449,127,1,USA,18000000,5887457,142416,420,148,0,13000,40000,13000,940,56585,7.9,Good
2450,111,1,USA,18000000,13362308,31898,111,217,0,655,24000,14000,405,39307,6.9,Good
2451,126,0,Russia,20000000,5701643,37635,165,160,0,44,627,12,9,653,7.3,Good
2452,114,4,UK,18000000,5694401,194489,192,209,12000,0,27000,18000,1000,46944,7.3,Good
2453,99,2,USA,20000000,5333658,2541,54,40,0,379,456,278,251,1356,3.5,Bad
2454,150,0,UK,18000000,4414535,30618,224,85,0,0,597,591,401,1645,7.8,Good
2455,117,0,Australia,,4806750,6091,53,83,0,78,989,258,238,1598,7.4,Good
2456,112,0,Greece,18000000,3707794,31359,156,263,0,337,4000,820,201,5671,6.7,Good
2457,108,2,USA,18000000,3203044,25165,155,128,827,11000,11000,944,922,14843,6.4,Good
2458,116,2,Australia,18000000,4435083,27882,119,186,18000,6,25000,14000,212,39463,7.1,Good
2459,60,1,USA,,,12854,44,14,0,,654,426,405,1906,6.7,Good
2460,144,0,Germany,12000000,2222647,52958,193,292,0,0,63,43,16,167,7.8,Good
2461,92,0,USA,,,436,6,15,378,662,662,290,161,1498,4,Bad
2462,93,2,USA,2700000,3500000,10082,100,70,0,28,1000,695,415,2319,5.9,Fair
2463,103,0,USA,18000000,676698,26730,180,79,2000,154,1000,783,576,4094,7.2,Good
2464,93,0,USA,,3419967,13359,56,103,19000,190,364,253,151,1083,7.2,Good
2465,98,1,Germany,18000000,,14324,93,97,1000,34,663,551,394,2215,5.1,Fair
2466,334,0,France,,145118,10111,36,108,0,,897,30,30,1032,7.7,Good
2467,114,0,France,18000000,,2541,20,59,342,157,84,35,32,198,5.5,Fair
2468,121,2,Spain,11350000,229311,899,42,10,271,0,854,578,353,2705,6.2,Good
2469,87,1,USA,3500000,,49669,419,184,3000,0,1000,177,83,1592,7.2,Good
2470,92,1,USA,18000000,,4510,50,23,0,55,1000,872,757,3212,5.2,Fair
2471,105,0,France,14000000,63260,14325,90,112,0,2,805,306,69,1185,6.7,Good
2472,90,1,Canada,11000000,,4693,49,45,0,78,2000,1000,720,4142,6.3,Good
2473,89,1,Netherlands,17900000,,30215,95,59,0,130,444,312,183,1243,5,Fair
2474,114,2,Spain,14000000,,48162,140,195,10000,89,22000,2000,920,25804,6.2,Good
2475,119,2,USA,20000000,121463226,422606,555,256,0,99,15000,833,778,17584,7.6,Good
2476,103,0,USA,,90485233,9544,45,44,804,0,923,619,543,3699,4.1,Fair
2477,91,2,France,18000000,,5693,34,59,0,512,11000,918,413,13545,5.3,Fair
2478,98,2,USA,23000000,58006147,67653,108,97,0,209,158,152,129,816,6.2,Good
2479,80,1,USA,17500000,51053787,45900,247,142,0,19,11000,979,854,14385,6.5,Good
2480,121,1,UK,17500000,23472900,264533,609,187,12000,83,3000,460,242,4142,8.1,Excellent
2481,94,1,France,24000000,39687528,140780,376,193,0,87,866,794,280,2124,6.3,Good
2482,93,5,USA,17500000,7017178,1633,17,40,0,148,549,269,170,1373,4.4,Fair
2483,93,4,USA,18000000,,13133,101,46,0,32,13000,1000,1000,16735,4.6,Fair
2484,116,0,USA,17500000,325491,4387,67,38,204,0,109,67,50,245,6,Fair
2485,101,0,USA,17000000,96471845,268581,1109,239,20000,448,482,203,83,956,7.6,Good
2486,154,1,USA,18500000,85200000,488537,1076,250,18000,0,2000,626,604,4228,8.4,Excellent
2487,170,1,USA,17000000,72000000,66959,258,82,0,165,453,272,244,1164,7.9,Good
2488,99,1,USA,17000000,72219395,105585,419,140,0,13,45000,4000,681,50284,5.6,Fair
2489,104,1,USA,17000000,82389560,106820,147,129,14000,42,839,756,613,3627,6.5,Good
2490,126,0,USA,12000000,71502303,149966,835,285,0,729,912,306,284,2170,7.5,Good
2491,110,2,USA,17500000,19179969,54710,177,91,0,422,33000,459,422,35345,6.3,Good
2492,101,0,USA,300000,47000000,157857,1191,318,12000,0,2000,742,598,4400,7.9,Good
2493,80,4,China,31000000,84961,149414,841,283,0,611,5000,643,576,6229,7.9,Good
2494,87,1,USA,17000000,37566230,3407,48,52,309,9,818,636,503,2164,5.1,Fair
2495,123,5,USA,17000000,70492685,11600,64,56,7000,92,1000,886,849,5306,6.7,Good
2496,109,0,UK,17000000,35635046,121058,482,186,3000,248,16000,988,968,19410,6.7,Good
2497,90,0,Canada,20000000,45670855,67978,279,178,12000,52,723,346,298,1978,5.6,Fair
2498,96,0,USA,17000000,37939782,62272,207,140,2000,36,1000,580,486,3294,5.6,Fair
2499,125,0,USA,170000000,172051787,264186,665,469,30000,364,12000,10000,1000,25549,6.8,Good
2500,82,2,USA,17000000,30324946,48458,239,63,0,12,8000,357,281,9271,6.2,Good
2501,86,1,USA,17000000,27854896,64190,129,148,16000,33,15000,976,583,17396,5.6,Fair
2502,108,0,USA,15000000,41777564,129719,855,265,0,192,1000,1000,580,4500,6.4,Good
2503,98,1,USA,17000000,22734486,11815,117,75,320,39,593,517,428,2713,5.6,Fair
2504,129,0,USA,17000000,44469602,23480,83,113,21000,51,427,234,89,952,7.4,Good
2505,99,7,USA,,24708699,7991,30,62,0,17,918,912,826,4797,4.9,Fair
2506,105,0,USA,,21160089,8522,92,54,874,49,680,503,104,1538,6,Fair
2507,112,4,USA,17000000,64998368,213898,250,223,36000,36,10000,751,746,12676,7.2,Good
2508,108,2,USA,34000000,19693891,12993,107,50,476,19,973,954,505,3344,4.9,Fair
2509,121,1,UK,17000000,16311763,50656,416,125,0,0,989,888,244,2365,7.5,Good
2510,89,0,USA,17000000,12693621,10885,271,81,814,11,1000,982,973,4060,4.8,Fair
2511,89,2,USA,4000000,15655665,9104,112,37,110,0,690,400,323,2135,3.1,Bad
2512,73,0,USA,17000000,11634458,2045,37,44,339,11,1000,436,142,2020,5.8,Fair
2513,132,1,USA,17000000,27154426,52852,138,197,4000,847,3000,960,625,6317,6.7,Good
2514,154,3,USA,9000000,,4550,50,15,419,117,715,490,86,1567,6.8,Good
2515,96,0,USA,17000000,54239856,125016,789,543,70000,201,394,150,58,673,6.5,Good
2516,98,1,USA,17000000,8662318,15033,75,112,0,80,567,503,399,2016,5.9,Fair
2517,107,6,USA,19000000,7156725,22639,217,153,300,80,2000,2000,841,5992,5.5,Fair
2518,134,6,UK,17000000,15681020,33570,259,94,1000,22,1000,593,488,3007,3.6,Bad
2519,94,0,Canada,,7070459,4600,18,62,238,8,328,122,66,760,3.3,Bad
2520,122,2,Germany,17000000,6855137,88590,419,157,0,47,23000,979,834,27381,7.4,Good
2521,128,3,USA,,2694071,3222,64,35,352,9,767,327,193,1727,6.7,Good
2522,97,0,UK,17000000,2315683,4081,28,21,154,3,400,193,161,805,3,Bad
2523,110,3,USA,16000000,39825798,295375,645,236,15000,168,3000,979,96,4210,7.6,Good
2524,102,0,USA,17000000,2000000,1275,27,50,0,4,634,537,60,1262,6.4,Good
2525,98,1,Ireland,17000000,1569918,16234,113,106,0,541,214,96,71,409,6.9,Good
2526,120,1,France,17000000,106869,13762,39,106,0,30,14000,287,55,14492,6.6,Good
2527,160,6,France,17000000,273420,32671,238,173,0,219,1000,876,215,2340,5.5,Fair
2528,80,0,France,11000000,,10706,39,41,0,0,677,262,168,1364,6.6,Good
2529,91,0,USA,17000000,,3701,71,41,903,22,669,642,255,1769,5.2,Fair
2530,83,1,USA,17000000,4930798,16268,108,145,0,57,465,152,62,730,4.1,Fair
2531,102,1,USA,16500000,59847242,55895,115,31,0,6,3000,2000,165,5433,6.8,Good
2532,122,2,USA,16800000,220914,13239,97,105,0,30,21000,3000,260,25173,6.5,Good
2533,110,3,USA,16000000,39825798,295375,645,236,15000,168,3000,979,96,4210,7.6,Good
2534,126,2,USA,15000000,43848100,119150,219,114,0,0,826,508,168,1607,7.4,Good
2535,136,2,USA,16500000,42700000,78392,196,69,0,0,25000,14000,1000,41059,7.7,Good
2536,120,1,UK,16500000,18663911,46204,151,150,0,11,11000,838,281,12554,7.1,Good
2537,108,2,USA,16500000,11702090,37700,50,72,0,18,714,701,433,2785,6.3,Good
2538,126,0,USA,15000000,13005485,56665,469,158,0,26,638,624,385,2282,7.6,Good
2539,128,0,USA,16400000,95860116,277451,491,96,23000,608,49000,1000,1000,51609,8,Good
2540,113,2,USA,16000000,127175354,288451,438,84,0,137,879,854,481,2985,7.3,Good
2541,89,0,USA,16000000,92823600,149108,273,114,0,0,227,73,62,485,7.6,Good
2542,129,0,USA,16000000,54000000,26310,154,79,0,0,844,617,359,2330,7.8,Good
2543,94,5,USA,15600000,68525609,132963,302,103,0,480,1000,490,486,3889,6.5,Good
2544,106,0,USA,16000000,52885587,35312,267,67,0,48,23000,255,35,23369,6.4,Good
2545,100,0,France,15000000,44667095,190030,583,576,30000,405,996,897,628,4606,8,Good
2546,89,1,USA,16000000,42638165,42182,230,178,0,687,10000,787,389,12183,4.8,Fair
2547,94,2,USA,16000000,45507053,237848,377,487,71000,0,13000,13000,559,27911,7.8,Good
2548,83,0,USA,16000000,39511038,56269,366,196,0,473,20000,4000,597,26402,5.9,Fair
2549,111,0,USA,18500000,6462576,1449,30,24,0,19,241,118,107,824,5.4,Fair
2550,80,2,USA,16000000,40363530,18254,307,56,1000,11,911,521,499,3058,3.3,Bad
2551,112,0,Spain,13500000,37623143,467234,1083,406,27000,0,634,269,250,1322,8.2,Excellent
2552,60,0,USA,,,7210,57,3,0,,1000,921,762,4561,6.6,Good
2553,94,0,USA,35000000,33357476,7392,53,51,393,14,1000,1000,635,4194,5.4,Fair
2554,130,2,USA,16000000,28734552,9566,81,41,1000,309,939,881,522,3107,6.4,Good
2555,91,1,USA,16000000,37300107,29147,115,138,0,26,3000,1000,638,5349,4.8,Fair
2556,91,0,USA,17700000,27087695,41664,205,78,0,29,861,593,459,2543,5.9,Fair
2557,110,2,USA,15000000,30102717,28736,72,40,0,23,633,67,51,874,5.5,Fair
2558,121,1,UK,8000000,23618786,352695,687,285,17000,1000,175,115,108,485,7.9,Good
2559,114,4,USA,16500000,26896744,16582,125,124,0,15,851,680,650,3485,4.9,Fair
2560,96,0,Spain,15500000,23213577,198111,365,275,14000,11000,19000,581,252,19894,7.2,Good
2561,270,1,Sweden,25000000,,18041,54,34,0,5,908,690,292,2762,6.6,Good
2562,100,9,USA,20000000,55461307,4654,46,81,18000,24,15000,1000,851,18786,6.7,Good
2563,94,3,USA,16000000,20627372,13661,134,67,487,7,3000,240,95,3451,5.3,Fair
2564,109,0,USA,16000000,16346122,25549,171,103,0,7,835,787,450,2572,7.2,Good
2565,107,1,USA,16000000,16204793,92712,294,300,6000,45,24000,396,271,24805,5.1,Fair
2566,96,0,USA,16000000,15427192,11768,148,84,492,22,8000,2000,324,11078,5.6,Fair
2567,88,0,USA,16000000,14792779,24256,91,64,0,11000,854,410,233,1653,7.6,Good
2568,110,1,USA,16000000,13998282,24854,374,169,31000,179,12000,1000,734,15044,3.1,Bad
2569,113,0,USA,16000000,19057024,113963,361,158,24000,47,21000,541,238,22088,7.2,Good
2570,101,1,USA,16000000,14108518,8215,95,46,371,6,812,326,258,1882,5.7,Fair
2571,105,0,USA,20000000,13854000,21079,55,15,818,121,11000,3000,384,14677,5.2,Fair
2572,125,2,USA,26000000,77324422,178731,261,68,0,438,18000,15000,372,33865,7.7,Good
2573,100,0,Germany,16000000,15500000,51996,302,111,0,9,599,380,363,2389,7,Good
2574,97,1,USA,,11540112,2385,20,21,177,3,1000,584,578,3835,3.6,Bad
2575,108,7,USA,16000000,,5237,90,42,392,38,940,416,316,1945,4.9,Fair
2576,112,0,USA,15000000,4734235,8217,123,65,573,28,555,403,215,1227,6,Fair
2577,112,0,USA,16000000,4839383,21613,148,109,762,11000,11000,650,642,12766,6.6,Good
2578,95,0,USA,15000000,4193025,30682,194,42,0,89,1000,852,322,2518,6.8,Good
2579,110,1,UK,16000000,5900000,98629,316,112,0,85,1000,309,186,1852,7.2,Good
2580,118,1,USA,16000000,2849142,24104,88,146,0,369,1000,418,295,1889,7.2,Good
2581,97,1,USA,16000000,1686429,8687,62,36,0,34,503,489,465,3100,2.8,Bad
2582,120,3,USA,16000000,1984743,20616,70,230,0,115,10000,316,310,11019,6.6,Good
2583,135,0,UK,16000000,1666262,5321,78,64,356,133,898,708,258,2096,6.7,Good
2584,101,0,UK,20000000,2319187,92640,212,393,23000,0,3000,1000,888,5056,7,Good
2585,92,9,USA,16000000,13922211,18271,150,75,0,29,939,881,618,3935,4.4,Fair
2586,106,2,France,11000000,,30587,49,78,3000,172,172,55,27,329,7.1,Good
2587,92,1,UK,15000000,23091,5664,42,67,921,6,10000,304,227,11091,6.2,Good
2588,161,0,France,13000000,336467,45449,192,216,23000,929,488,289,116,943,7.3,Good
2589,92,2,USA,16000000,2964,7444,42,54,0,143,1000,945,613,3086,5.1,Fair
2590,93,0,USA,16000000,,155249,304,84,115000,529,1000,884,805,4453,8.1,Excellent
2591,110,0,France,16000000,,12817,43,69,0,22,5000,170,44,5273,6.7,Good
2592,122,1,USA,16000000,2428883,21370,132,208,0,0,883,596,567,2896,6.6,Good
2593,91,3,USA,15600000,13571817,5312,40,32,939,10,890,578,574,3104,4.5,Fair
2594,45,0,Norway,34000000,,19164,79,20,16000,,422,57,15,537,8.1,Excellent
2595,115,1,Canada,,1554566,8624,180,78,824,460,232,150,125,699,6.6,Good
2596,94,0,USA,,508867,1033,26,21,282,4,844,626,518,3583,6.5,Good
2597,93,0,USA,15500000,1181197,3299,24,40,191,7,1000,1000,922,4329,5.9,Fair
2598,94,1,France,15300000,81525,29392,91,40,0,7,235,46,17,303,6.6,Good
2599,95,0,Canada,15500000,7774730,61912,352,251,0,571,499,298,102,1120,6.5,Good
2600,105,1,USA,14000000,234760500,126464,175,94,0,102,901,605,383,3464,7.3,Good
2601,103,5,USA,18000000,285761243,311075,305,102,20000,0,3000,1000,925,7521,7.5,Good
2602,102,4,USA,11000000,167780960,36918,42,21,3000,12000,19000,875,801,21499,5.9,Fair
2603,116,1,USA,22000000,177200000,77366,194,94,0,521,13000,521,481,14701,7.4,Good
2604,110,2,USA,15000000,176781728,219171,388,173,19000,12000,10000,1000,555,13069,6.9,Good
2605,120,3,Taiwan,15000000,128067808,217740,1641,287,0,0,103,21,5,129,7.9,Good
2606,122,0,USA,15000000,130058047,822500,2715,176,22000,0,18000,828,158,19078,8.4,Excellent
2607,118,0,UK,15000000,138795342,503631,636,479,64000,0,14000,1000,520,15732,8,Good
2608,107,1,USA,15000000,111936400,87538,79,27,0,425,742,384,247,2151,6,Fair
2609,45,0,USA,,,18058,68,20,0,,460,292,260,2380,7.3,Good
2610,102,1,USA,15500000,317040,6723,36,60,1000,4,17000,13000,882,30978,6.8,Good
2611,154,0,USA,15000000,94175854,60988,199,70,6000,14000,852,581,271,2592,7.8,Good
2612,103,2,South Korea,,,2659,25,43,558,2,94,80,13,213,5.7,Fair
2613,141,2,USA,100000000,,62,1,1,0,335,11000,744,635,13390,6.1,Good
2614,114,1,UK,14000000,91121452,467613,608,454,165000,77,19000,393,305,20295,8.1,Excellent
2615,109,1,USA,10000000,69800000,18140,60,25,855,6,1000,745,271,2419,6.1,Good
2616,124,0,USA,,79900000,12974,84,46,0,150,874,816,572,2667,7.5,Good
2617,94,1,USA,15000000,64001297,32002,103,111,0,87,17000,975,569,20154,6.2,Good
2618,100,1,Canada,20000000,71588220,134869,304,393,57000,127,1000,340,250,1949,6.2,Good
2619,101,0,USA,300000,47000000,157857,1191,318,12000,0,2000,742,598,4400,7.9,Good
2620,98,1,USA,15000000,61400000,71183,183,55,0,11000,816,695,624,3617,7.4,Good
2621,102,0,USA,15000000,101978840,77724,162,157,26000,79,925,38,27,1018,6.6,Good
2622,94,0,UK,9800000,56437947,85333,421,280,0,350,326,48,39,486,7.3,Good
2623,92,3,USA,15000000,73326666,189413,306,109,15000,13000,925,692,217,1953,7.5,Good
2624,113,8,USA,15000000,55184721,9811,100,41,1000,0,2000,721,607,6510,5.6,Fair
2625,115,4,USA,15000000,50003300,36624,132,27,0,44,23000,4000,902,29370,7.3,Good
2626,95,0,UK,17000000,54322273,139749,509,462,29000,43,11000,326,259,11946,6.4,Good
2627,87,0,USA,15000000,47860214,34711,468,152,0,165,1000,431,383,2452,5,Fair
2628,88,1,USA,15000000,47811275,29008,99,69,896,189,934,927,799,3707,5.4,Fair
2629,183,2,UK,15000000,,232577,1026,140,11000,517,22000,11000,652,34025,8.2,Excellent
2630,97,0,USA,15000000,43022524,67604,218,130,12000,272,22000,4000,957,29252,7.1,Good
2631,94,1,USA,17000000,42672630,27580,172,66,0,13,925,738,566,3423,5.3,Fair
2632,112,1,USA,15000000,42919096,64747,122,238,12000,29,12000,1000,874,15800,6.5,Good
2633,98,0,USA,15000000,42592530,29867,181,198,27000,66,3000,658,562,4567,6.2,Good
2634,104,1,USA,15000000,40064955,92074,502,154,0,0,4000,4000,1000,12170,6.4,Good
2635,118,0,USA,,39100956,13442,59,19,0,13,90,22,2,114,7.2,Good
2636,120,3,USA,10000000,44886089,69576,207,131,2000,446,22000,13000,1000,40117,6.9,Good
2637,99,0,USA,16000000,37882551,80305,393,97,0,11,11000,983,971,15369,5.7,Fair
2638,109,2,USA,7000000,40983001,181025,336,355,38000,453,15000,10000,953,27788,7.7,Good
2639,105,1,USA,37000000,20991497,39782,172,138,11000,488,15000,14000,13000,44037,5.4,Fair
2640,106,0,USA,15000000,35007180,26846,193,102,0,357,23000,1000,883,26652,5.6,Fair
2641,123,0,UK,15000000,35887263,265507,388,419,90000,120,13000,876,149,14100,7.7,Good
2642,86,3,USA,16000000,34308901,15939,87,37,0,14,833,807,685,4435,5.1,Fair
2643,120,2,USA,15000000,33771174,27044,240,78,0,18,20000,1000,944,22383,6.8,Good
2644,227,8,UK,15000000,6000000,192775,559,181,11000,767,607,202,87,1076,8.4,Excellent
2645,119,0,USA,15000000,33386128,36372,491,220,3000,0,908,764,593,3226,4.9,Fair
2646,115,1,USA,15000000,37877959,86664,252,349,38000,212,2000,820,612,4896,7.1,Good
2647,114,0,USA,15000000,32721635,67822,279,241,0,29,956,878,616,3861,6.6,Good
2648,90,0,USA,15000000,31585300,38248,250,103,0,6,1000,650,458,2666,6.1,Good
2649,94,5,USA,15000000,30259652,26905,614,151,0,28,2000,864,731,5440,4.1,Fair
2650,106,0,USA,125000000,163192114,229687,637,344,15000,255,14000,1000,850,18003,5.8,Fair
2651,98,0,USA,16000000,30857814,294163,718,185,33000,0,18000,636,594,20060,8.1,Excellent
2652,126,1,USA,15000000,30226144,47626,118,112,0,18000,18000,2000,697,22745,7.6,Good
2653,100,0,USA,15000000,35054909,431578,1264,676,81000,0,33000,745,228,34337,7.8,Good
2654,89,8,Germany,15000000,29302097,23408,105,74,810,10,811,636,231,2167,4.6,Fair
2655,111,0,USA,15000000,29106737,15582,132,65,849,13,818,511,106,1450,6,Fair
2656,100,1,UK,15000000,28637507,212167,713,274,0,35,10000,1000,306,11471,7,Good
2657,115,0,USA,15000000,30127963,12596,64,50,0,49,116,110,100,525,6.7,Good
2658,106,5,USA,14000000,32645546,8427,88,96,1000,61,907,807,649,3462,6.4,Good
2659,124,0,USA,15000000,27441122,14322,116,68,0,107,1000,886,865,5135,7.2,Good
2660,107,1,USA,15000000,28014536,73347,296,111,0,5,893,822,141,2044,7.4,Good
2661,99,3,USA,15000000,33860010,33088,143,128,0,3,14000,982,628,16461,4.8,Fair
2662,90,0,USA,15000000,26421314,28964,457,160,949,31,193,184,162,608,4,Bad
2663,101,0,USA,15000000,24881000,57140,195,93,6000,26,838,328,266,1812,6.2,Good
2664,119,3,UK,15000000,23089926,166269,735,278,0,11000,19000,567,400,20391,7.7,Good
2665,103,2,USA,15000000,26161406,13874,52,81,0,20,512,316,125,1002,6.7,Good
2666,134,1,UK,11500000,22954968,45703,156,58,0,133,12000,310,258,12749,7.9,Good
2667,155,15,USA,15000000,26384919,189032,560,153,0,0,3000,360,170,3677,7.9,Good
2668,94,0,USA,15000000,22189039,17074,55,25,466,11,1000,605,232,2210,5.5,Fair
2669,95,0,USA,15000000,20998709,6095,76,46,1000,15,1000,786,461,3845,6.2,Good
2670,89,0,USA,15000000,20801344,49721,211,161,0,7,919,557,399,2559,5.1,Fair
2671,97,2,USA,14000000,21468807,13048,227,108,243,83,912,786,579,2682,4.1,Fair
2672,90,2,USA,15000000,19158074,17983,127,69,0,13,882,874,613,2661,6.7,Good
2673,92,1,USA,20000000,18843314,27486,284,78,0,8,472,239,129,1045,4.7,Fair
2674,100,2,USA,15000000,20566327,15385,84,129,0,10,826,622,415,2958,6.4,Good
2675,117,4,Official site,15000000,20218921,14814,114,135,0,19,3000,646,461,4204,6.3,Good
2676,84,3,Australia,15000000,17411331,17328,237,96,673,119,989,982,918,4660,5.5,Fair
2677,140,3,USA,15000000,21383298,187170,376,417,47000,310,33000,748,619,34413,7.3,Good
2678,108,2,USA,15000000,24984868,50056,152,172,0,79,775,614,537,3033,6.3,Good
2679,109,1,Canada,15000000,16459004,13320,415,88,327,11,471,308,159,1069,4.9,Fair
2680,131,0,USA,15000000,15700000,332065,876,388,16000,0,10000,602,383,11114,7.6,Good
2681,114,1,USA,15000000,15100000,22797,96,45,0,73,695,654,563,3444,6,Fair
2682,97,1,USA,15000000,14938570,111625,369,414,20000,181,11000,820,748,14025,6.2,Good
2683,122,3,UK,15000000,17237244,57210,158,291,13000,210,22000,164,123,22574,6.8,Good
2684,87,1,USA,15000000,14249005,39788,619,97,0,374,826,503,484,2689,4.5,Fair
2685,85,0,USA,15000000,12701880,2037,22,37,175,12,354,173,23,568,5.7,Fair
2686,85,0,USA,,10353690,2673,31,68,116,0,468,67,44,646,8.4,Excellent
2687,101,1,USA,15000000,12801190,16340,355,90,356,36,1000,786,377,2764,4.6,Fair
2688,121,4,USA,15000000,12549485,4603,91,81,489,16,907,585,526,3633,6.2,Good
2689,107,0,USA,15000000,13766014,106111,181,221,49000,92,11000,5000,358,17627,7,Good
2690,111,1,USA,15000000,13034417,55665,118,230,10000,0,796,787,727,2633,6.9,Good
2691,92,1,USA,,11632420,19768,135,57,566,34,14000,442,366,15644,6.1,Good
2692,97,3,USA,15000000,12212417,30643,144,119,622,164,436,324,308,1172,6.7,Good
2693,97,2,USA,15000000,11614236,9294,140,97,251,745,12000,821,745,15209,5.6,Fair
2694,125,7,USA,20000000,13337299,9649,226,119,1000,34,427,66,65,729,6.6,Good
2695,124,0,USA,15000000,10763469,13692,55,42,877,11000,11000,860,563,12685,6.4,Good
2696,76,0,Canada,15000000,11144518,2724,53,24,436,9,595,417,47,1139,2.8,Bad
2697,107,3,USA,15000000,15608545,53471,224,208,29000,561,746,561,353,2377,5.4,Fair
2698,91,2,USA,15000000,10443316,7159,88,42,247,23,925,660,629,2913,5,Fair
2699,96,1,USA,15000000,10494147,7403,162,44,648,4,989,841,670,3142,5.1,Fair
2700,142,0,UK,15000000,9929000,152306,513,230,16000,0,22000,5000,1000,29475,8,Good
2701,103,0,USA,15000000,10411980,22649,212,46,1000,80,1000,872,782,4676,5.9,Fair
2702,60,1,Canada,,,7122,77,18,576,,443,319,186,981,7.5,Good
2703,117,1,USA,15000000,17439163,537419,1028,249,35000,0,22000,12000,12000,47728,8.2,Excellent
2704,116,0,USA,15000000,9396487,52421,200,197,0,153,3000,788,539,5012,7,Good
2705,118,1,USA,15000000,9059588,17261,125,71,455,41,556,463,274,1873,6.6,Good
2706,108,0,USA,16000000,9172810,24150,118,190,923,187,11000,883,254,12178,6.7,Good
2707,94,4,USA,15000000,8735529,8055,89,50,816,9,11000,897,612,13524,5.5,Fair
2708,97,4,USA,20000000,8586376,26598,132,63,1000,2,890,852,461,3161,4.9,Fair
2709,97,5,UK,15000000,8378141,18966,141,104,0,32,14000,1000,692,16502,6.9,Good
2710,99,1,USA,,,1465,56,,515,45,1000,393,224,2166,7.4,Good
2711,91,0,USA,15000000,8080116,6562,66,49,647,6,8000,625,596,10732,5.6,Fair
2712,107,1,UK,15000000,7757130,307639,513,300,32000,454,65,49,39,173,8,Good
2713,95,6,USA,15000000,9123834,4065,33,43,0,24,931,539,426,3322,5.3,Fair
2714,102,4,USA,15000000,6409206,32311,104,132,0,11,15000,14000,1000,33153,6.2,Good
2715,88,1,USA,15000000,6373693,11498,53,97,0,96,24000,971,360,25637,5.3,Fair
2716,106,1,USA,15000000,7556708,30284,102,242,10000,835,13000,826,363,14544,6.6,Good
2717,92,1,USA,15000000,5306447,58967,169,218,10000,11000,860,658,386,2717,7.2,Good
2718,105,4,USA,15000000,5217498,3668,85,49,157,52,477,397,275,2312,4.6,Fair
2719,107,2,France,15000000,5023275,34194,199,172,0,0,572,324,289,1627,7.5,Good
2720,120,2,France,15000000,4956401,12601,89,68,0,0,49000,1000,693,51657,6.5,Good
2721,103,2,USA,15000000,4235837,175962,336,223,0,1000,21000,1000,611,23932,7.6,Good
2722,92,0,USA,20000000,4002955,33745,198,59,0,6,890,729,577,3654,6.2,Good
2723,147,1,France,15000000,7219578,235992,1768,252,16000,0,6000,889,669,8484,8,Good
2724,98,0,USA,,3525161,15388,190,106,0,18,837,400,220,1675,5.5,Fair
2725,98,0,USA,22000000,3247816,36145,108,223,0,11000,12000,6000,557,19310,6.3,Good
2726,103,0,UK,15000000,2412045,109873,320,328,33000,132,10000,882,844,12867,7.2,Good
2727,286,3,USA,,,3828,39,9,733,,857,555,527,3809,7.9,Good
2728,111,0,Spain,15000000,2203641,42792,162,150,0,122,918,278,25,1252,6.7,Good
2729,98,0,USA,15000000,1953732,4996,62,21,843,70,876,324,90,1351,5.3,Fair
2730,111,0,USA,15000000,1954202,5917,71,28,391,0,783,664,617,4834,6.3,Good
2731,111,0,USA,15000000,1294640,69569,436,250,0,0,6000,294,287,6748,6.5,Good
2732,100,0,Cambodia,,,1933,13,17,708,5,192,134,46,527,5.6,Fair
2733,116,0,Canada,,819852,6690,83,95,284,460,5000,203,71,5426,7,Good
2734,145,1,Germany,6000000,26435,111841,413,260,12000,756,136,23,18,203,8.3,Excellent
2735,84,2,France,12000000,1197786,55928,157,141,0,180,510,297,58,962,7.2,Good
2736,115,2,USA,7000000,529766,22345,144,52,0,39,12000,970,642,14889,6.8,Good
2737,105,1,Taiwan,15000000,613556,9427,87,205,0,141,1000,103,56,1172,6.4,Good
2738,98,1,UK,15000000,353743,20730,111,109,664,34,936,826,730,3578,6.9,Good
2739,99,0,Russia,,502028,31589,172,103,0,445,20,13,9,48,8,Good
2740,110,0,Thailand,300000000,102055,24570,72,110,0,0,64,45,7,134,6.2,Good
